"REF_DATE","GEO","DGUID","Principal statistics","Seasonal adjustment","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","10519626","","","","0"
"2019-05","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","11384749","","","","0"
"2019-06","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","11499015","","","","0"
"2019-07","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","11151313","","","","0"
"2019-08","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","11437129","","","","0"
"2019-09","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","11301404","","","","0"
"2019-10","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","10906154","","","","0"
"2019-11","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","11309315","","","","0"
"2019-12","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","10456683","","","","0"
"2020-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","10112827","","","","0"
"2020-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","10737639","","","","0"
"2020-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","7959638","","","","0"
"2020-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Transportation equipment manufacturing [336]","Dollars","81","thousands","3","v800471","1.1.2.285","1874760","","","","0"
"2019-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1149750","","","","0"
"2019-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1132578","","","","0"
"2019-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1106027","","","","0"
"2019-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1122372","","","","0"
"2019-05","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1114826","","","","0"
"2019-06","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1085753","","","","0"
"2019-07","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1077157","","","","0"
"2019-08","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1057157","","","","0"
"2019-09","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1073595","","","","0"
"2019-10","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1125759","","","","0"
"2019-11","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1101443","","","","0"
"2019-12","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1106989","","","","0"
"2020-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1180679","","","","0"
"2020-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","1133202","","","","0"
"2020-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","924311","","","","0"
"2020-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Furniture and related product manufacturing [337]","Dollars","81","thousands","3","v800479","1.1.2.313","596469","","","","0"
"2019-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1056953","","","","0"
"2019-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","981802","","","","0"
"2019-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1083515","","","","0"
"2019-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1106752","","","","0"
"2019-05","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1050262","","","","0"
"2019-06","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1048177","","","","0"
"2019-07","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1065905","","","","0"
"2019-08","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1072767","","","","0"
"2019-09","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1064683","","","","0"
"2019-10","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1093603","","","","0"
"2019-11","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1083341","","","","0"
"2019-12","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1048116","","","","0"
"2020-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1077263","","","","0"
"2020-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1049480","","","","0"
"2020-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","1017293","","","","0"
"2020-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Seasonally adjusted","Miscellaneous manufacturing [339]","Dollars","81","thousands","3","v800480","1.1.2.326","678543","","","","0"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","0.99","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","1.01","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","1.03","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","0.99","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","1.01","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","1.03","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","1.01","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","1.00","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","1.02","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","1.00","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","1.01","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","1.00","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","0.99","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","0.99","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","0.90","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Food manufacturing [311]","Ratio","270","units","0","v803315","1.8.2.3","1.05","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","1.89","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","1.94","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","1.96","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","1.98","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","2.07","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","2.12","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","2.08","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","2.17","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","2.18","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","2.13","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","2.12","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","2.16","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","2.05","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","2.01","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","1.94","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Beverage and tobacco product manufacturing [312]","Ratio","270","units","0","v803316","1.8.2.36","2.21","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","2.04","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","2.19","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","2.17","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","2.16","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","2.04","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","2.19","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","1.97","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","1.98","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","1.88","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","1.91","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","1.91","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","1.93","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","1.94","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","1.94","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","1.94","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile mills [313]","Ratio","270","units","0","v803317","1.8.2.43","2.57","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.03","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.03","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","1.89","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","1.90","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","1.93","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","1.91","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.12","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.30","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.17","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.14","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.03","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.24","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.40","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.21","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.53","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Textile product mills [314]","Ratio","270","units","0","v803318","1.8.2.53","2.87","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","2.74","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","2.83","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","3.00","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","3.20","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","3.04","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","3.16","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","3.02","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","2.43","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","2.73","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","2.74","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","2.67","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","2.89","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","2.99","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","2.93","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","2.90","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Clothing manufacturing [315]","Ratio","270","units","0","v1746324","1.8.2.336","3.83","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","3.61","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","4.29","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","4.28","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","4.22","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","3.95","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","3.86","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","3.90","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","3.57","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","3.27","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","3.18","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","2.86","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","3.61","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","3.49","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","4.46","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","4.30","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Leather and allied product manufacturing [316]","Ratio","270","units","0","v803320","1.8.2.80","13.90","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.41","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.37","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.38","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.44","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.46","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.50","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.52","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.55","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.55","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.51","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.57","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.52","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.57","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.57","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.40","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Paper manufacturing [322]","Ratio","270","units","0","v803321","1.8.2.104","1.50","","","","2"
